album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,artist_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb'}, 'href': 'https://api.spotify.com/v1/artists/5DuzBeOgFwViFcv00Q5PFb', 'id': '5DuzBeOgFwViFcv00Q5PFb', 'name': 'WINNER', 'type': 'artist', 'uri': 'spotify:artist:5DuzBeOgFwViFcv00Q5PFb'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0FTxF6n6K9y5P0liEUvB5S'}, 'href': 'https://api.spotify.com/v1/albums/0FTxF6n6K9y5P0liEUvB5S', 'id': '0FTxF6n6K9y5P0liEUvB5S', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739c7cb743afef019307118612', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029c7cb743afef019307118612', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519c7cb743afef019307118612', 'width': 64}], 'name': '2014 S/S', 'release_date': '2014-08-11', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:0FTxF6n6K9y5P0liEUvB5S'}",WINNER,1,220357,False,{'isrc': 'KRA401400001'},{'spotify': 'https://open.spotify.com/track/7zgabC90KSPZZwNjfZeTqo'},https://api.spotify.com/v1/tracks/7zgabC90KSPZZwNjfZeTqo,7zgabC90KSPZZwNjfZeTqo,False,True,공허해 empty,54,https://p.scdn.co/mp3-preview/9c71117fc79a1e226c0801c872dd22178ba5008d?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:7zgabC90KSPZZwNjfZeTqo,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,0.568,0.698,0,-6.618,1,0.0445,0.146,0.0,0.262,0.568,90.119,220358,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb'}, 'href': 'https://api.spotify.com/v1/artists/5DuzBeOgFwViFcv00Q5PFb', 'id': '5DuzBeOgFwViFcv00Q5PFb', 'name': 'WINNER', 'type': 'artist', 'uri': 'spotify:artist:5DuzBeOgFwViFcv00Q5PFb'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3oDUvgzEoNkQfC0UCWHIPD'}, 'href': 'https://api.spotify.com/v1/albums/3oDUvgzEoNkQfC0UCWHIPD', 'id': '3oDUvgzEoNkQfC0UCWHIPD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d4cc8e761b39e083cb2e0841', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d4cc8e761b39e083cb2e0841', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d4cc8e761b39e083cb2e0841', 'width': 64}], 'name': 'CROSS', 'release_date': '2019-10-23', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:3oDUvgzEoNkQfC0UCWHIPD'}",WINNER,1,198277,False,{'isrc': 'KRA401900228'},{'spotify': 'https://open.spotify.com/track/5r8b02M37428Axrmya9Nrv'},https://api.spotify.com/v1/tracks/5r8b02M37428Axrmya9Nrv,5r8b02M37428Axrmya9Nrv,False,True,SOSO,53,https://p.scdn.co/mp3-preview/40c4d540e214da9453780f8c50da4798a190507f?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5r8b02M37428Axrmya9Nrv,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,0.711,0.848,5,-4.333,0,0.0359,0.421,0.0,0.235,0.728,115.988,198277,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb'}, 'href': 'https://api.spotify.com/v1/artists/5DuzBeOgFwViFcv00Q5PFb', 'id': '5DuzBeOgFwViFcv00Q5PFb', 'name': 'WINNER', 'type': 'artist', 'uri': 'spotify:artist:5DuzBeOgFwViFcv00Q5PFb'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1cxfi0rCA6ZaOvlNsLLtYs'}, 'href': 'https://api.spotify.com/v1/albums/1cxfi0rCA6ZaOvlNsLLtYs', 'id': '1cxfi0rCA6ZaOvlNsLLtYs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738bd1a25971147f4e9e995822', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028bd1a25971147f4e9e995822', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518bd1a25971147f4e9e995822', 'width': 64}], 'name': 'WE', 'release_date': '2019-07-31', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:1cxfi0rCA6ZaOvlNsLLtYs'}",WINNER,1,210133,False,{'isrc': 'JPB601902123'},{'spotify': 'https://open.spotify.com/track/1mNprAwCQaw9xRQItl1J2q'},https://api.spotify.com/v1/tracks/1mNprAwCQaw9xRQItl1J2q,1mNprAwCQaw9xRQItl1J2q,False,True,MILLIONS,46,https://p.scdn.co/mp3-preview/fd395dc84daeacda24610bfbf6eccd866a406e17?cid=ef4c80d91330490ebcdf815a11c05719,7,track,spotify:track:1mNprAwCQaw9xRQItl1J2q,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,0.836,0.677,8,-4.493,1,0.042,0.0419,0.0,0.0699,0.824,108.992,210133,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb'}, 'href': 'https://api.spotify.com/v1/artists/5DuzBeOgFwViFcv00Q5PFb', 'id': '5DuzBeOgFwViFcv00Q5PFb', 'name': 'WINNER', 'type': 'artist', 'uri': 'spotify:artist:5DuzBeOgFwViFcv00Q5PFb'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5hmezEZaQ7D0ntBA9J76kb'}, 'href': 'https://api.spotify.com/v1/albums/5hmezEZaQ7D0ntBA9J76kb', 'id': '5hmezEZaQ7D0ntBA9J76kb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273aa1f88bfb7a6a1834fbd0268', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02aa1f88bfb7a6a1834fbd0268', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851aa1f88bfb7a6a1834fbd0268', 'width': 64}], 'name': 'FATE NUMBER FOR', 'release_date': '2017-04-04', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:5hmezEZaQ7D0ntBA9J76kb'}",WINNER,1,221793,False,{'isrc': 'KRA401700058'},{'spotify': 'https://open.spotify.com/track/2CCyeyaPmGRpVxmRwu3HZo'},https://api.spotify.com/v1/tracks/2CCyeyaPmGRpVxmRwu3HZo,2CCyeyaPmGRpVxmRwu3HZo,False,True,FOOL,52,https://p.scdn.co/mp3-preview/fd3c576619eb0881d7545c7531027586b8ea9543?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:2CCyeyaPmGRpVxmRwu3HZo,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,0.649,0.601,4,-5.452,1,0.0347,0.721,0.0,0.108,0.522,140.031,221793,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb'}, 'href': 'https://api.spotify.com/v1/artists/5DuzBeOgFwViFcv00Q5PFb', 'id': '5DuzBeOgFwViFcv00Q5PFb', 'name': 'WINNER', 'type': 'artist', 'uri': 'spotify:artist:5DuzBeOgFwViFcv00Q5PFb'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1OOoxLYJtQry4GGDQ4P95n'}, 'href': 'https://api.spotify.com/v1/albums/1OOoxLYJtQry4GGDQ4P95n', 'id': '1OOoxLYJtQry4GGDQ4P95n', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b2fd08e7d04fd9fae620aa6a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b2fd08e7d04fd9fae620aa6a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b2fd08e7d04fd9fae620aa6a', 'width': 64}], 'name': 'WINNER THE BEST ""SONG 4 U""', 'release_date': '2020-02-12', 'release_date_precision': 'day', 'total_tracks': 31, 'type': 'album', 'uri': 'spotify:album:1OOoxLYJtQry4GGDQ4P95n'}",WINNER,1,209733,False,{'isrc': 'JPB601702652'},{'spotify': 'https://open.spotify.com/track/2LBIZOuS8wD1g0TUMzH3Fq'},https://api.spotify.com/v1/tracks/2LBIZOuS8wD1g0TUMzH3Fq,2LBIZOuS8wD1g0TUMzH3Fq,False,True,ISLAND - JP Ver.,35,https://p.scdn.co/mp3-preview/cbd47902d2d80ea600dba33736ed7fcf44591ec2?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:2LBIZOuS8wD1g0TUMzH3Fq,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,0.799,0.763,3,-4.302,0,0.0447,0.377,1.81e-06,0.345,0.805,102.995,209733,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3uMb3hF3aAlK7wPU4w8o9D'}, 'href': 'https://api.spotify.com/v1/albums/3uMb3hF3aAlK7wPU4w8o9D', 'id': '3uMb3hF3aAlK7wPU4w8o9D', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273371d2345da928a637f6e00f7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02371d2345da928a637f6e00f7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851371d2345da928a637f6e00f7', 'width': 64}], 'name': 'IN ITS TIME', 'release_date': '2020-03-24', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:3uMb3hF3aAlK7wPU4w8o9D'}",ONEUS,1,213293,False,{'isrc': 'KRA382000867'},{'spotify': 'https://open.spotify.com/track/5KqOPtE8nhYtgcXzrIt6N0'},https://api.spotify.com/v1/tracks/5KqOPtE8nhYtgcXzrIt6N0,5KqOPtE8nhYtgcXzrIt6N0,False,True,A Song Written Easily,64,https://p.scdn.co/mp3-preview/dabc64f2bd9b7e62846b541da81b24d1956a4a3a?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5KqOPtE8nhYtgcXzrIt6N0,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.696,0.843,1,-2.397,0,0.0588,0.147,0.0,0.103,0.678,98.01,213293,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4E1nBUhsXon5tMtyq3l3CB'}, 'href': 'https://api.spotify.com/v1/albums/4E1nBUhsXon5tMtyq3l3CB', 'id': '4E1nBUhsXon5tMtyq3l3CB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ac8249d014ce62d44ab6b32f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ac8249d014ce62d44ab6b32f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ac8249d014ce62d44ab6b32f', 'width': 64}], 'name': 'FLY WITH US', 'release_date': '2019-09-30', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:4E1nBUhsXon5tMtyq3l3CB'}",ONEUS,1,229906,False,{'isrc': 'KRA381904364'},{'spotify': 'https://open.spotify.com/track/5UX7u7znDeHnDa3iynEhcm'},https://api.spotify.com/v1/tracks/5UX7u7znDeHnDa3iynEhcm,5UX7u7znDeHnDa3iynEhcm,False,True,LIT,60,https://p.scdn.co/mp3-preview/8a791134b4cdbd004cf1e89a75b28a688aa866b6?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:5UX7u7znDeHnDa3iynEhcm,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.772,0.859,11,-3.273,0,0.0679,0.186,0.0,0.309,0.845,131.976,229907,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6tSOZb6wWFG8EZdcxXDyli'}, 'href': 'https://api.spotify.com/v1/albums/6tSOZb6wWFG8EZdcxXDyli', 'id': '6tSOZb6wWFG8EZdcxXDyli', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273460bbfc2471cfa19de47ec47', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02460bbfc2471cfa19de47ec47', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851460bbfc2471cfa19de47ec47', 'width': 64}], 'name': 'LIGHT US', 'release_date': '2019-01-09', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:6tSOZb6wWFG8EZdcxXDyli'}",ONEUS,1,207585,False,{'isrc': 'KRA381900090'},{'spotify': 'https://open.spotify.com/track/0oNFVyzwK6TFdFHSsD1dmC'},https://api.spotify.com/v1/tracks/0oNFVyzwK6TFdFHSsD1dmC,0oNFVyzwK6TFdFHSsD1dmC,False,True,Valkyrie,59,https://p.scdn.co/mp3-preview/97cf4558aaa30d7ef5856250856e70422d981675?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:0oNFVyzwK6TFdFHSsD1dmC,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.731,0.817,9,-3.906,0,0.121,0.0254,0.0,0.147,0.657,127.952,207586,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4SKt8BtRB2nr6YAyH2Iy1n'}, 'href': 'https://api.spotify.com/v1/albums/4SKt8BtRB2nr6YAyH2Iy1n', 'id': '4SKt8BtRB2nr6YAyH2Iy1n', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739517205dec1ef966beae569b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029517205dec1ef966beae569b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519517205dec1ef966beae569b', 'width': 64}], 'name': 'RAISE US', 'release_date': '2019-05-29', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:4SKt8BtRB2nr6YAyH2Iy1n'}",ONEUS,1,217933,False,{'isrc': 'KRA381903069'},{'spotify': 'https://open.spotify.com/track/5DG7DFtTUyTPyg5hTVtTtQ'},https://api.spotify.com/v1/tracks/5DG7DFtTUyTPyg5hTVtTtQ,5DG7DFtTUyTPyg5hTVtTtQ,False,True,Twilight,56,https://p.scdn.co/mp3-preview/a8bedcd0b5d6abdb67b7c1ad02835b651824b801?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:5DG7DFtTUyTPyg5hTVtTtQ,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.618,0.783,8,-4.632,1,0.0812,0.0202,0.0,0.0838,0.313,116.906,217933,4
"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4iBhZfWqI8Xab7wRel4pZw'}, 'href': 'https://api.spotify.com/v1/albums/4iBhZfWqI8Xab7wRel4pZw', 'id': '4iBhZfWqI8Xab7wRel4pZw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27307319193213b78b50787d89b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0207319193213b78b50787d89b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485107319193213b78b50787d89b', 'width': 64}], 'name': 'Road to Kingdom FINAL', 'release_date': '2020-06-12', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:4iBhZfWqI8Xab7wRel4pZw'}",ONEUS,1,228720,False,{'isrc': 'KRA492000691'},{'spotify': 'https://open.spotify.com/track/2GbLNlv90cp9bQgYb0rkip'},https://api.spotify.com/v1/tracks/2GbLNlv90cp9bQgYb0rkip,2GbLNlv90cp9bQgYb0rkip,False,True,COME BACK HOME,54,https://p.scdn.co/mp3-preview/ebdd34d12e11470e0abac259401e35ee6da4d51c?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:2GbLNlv90cp9bQgYb0rkip,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.67,0.899,6,-2.757,0,0.0701,0.0785,0.0,0.318,0.411,119.971,228720,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3a0xHIHQPhhzgSOJzgB2Rz'}, 'href': 'https://api.spotify.com/v1/artists/3a0xHIHQPhhzgSOJzgB2Rz', 'id': '3a0xHIHQPhhzgSOJzgB2Rz', 'name': 'TOO', 'type': 'artist', 'uri': 'spotify:artist:3a0xHIHQPhhzgSOJzgB2Rz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0eEhOgZ2x6kv8kLz77WO7b'}, 'href': 'https://api.spotify.com/v1/artists/0eEhOgZ2x6kv8kLz77WO7b', 'id': '0eEhOgZ2x6kv8kLz77WO7b', 'name': 'ONF', 'type': 'artist', 'uri': 'spotify:artist:0eEhOgZ2x6kv8kLz77WO7b'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/69u5RBm7sL60Y1BK3dtUDH'}, 'href': 'https://api.spotify.com/v1/albums/69u5RBm7sL60Y1BK3dtUDH', 'id': '69u5RBm7sL60Y1BK3dtUDH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273438fcfdd0743d4a005a9c3c7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02438fcfdd0743d4a005a9c3c7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851438fcfdd0743d4a005a9c3c7', 'width': 64}], 'name': 'Road to Kingdom (Your Song), Pt. 1', 'release_date': '2020-06-05', 'release_date_precision': 'day', 'total_tracks': 3, 'type': 'album', 'uri': 'spotify:album:69u5RBm7sL60Y1BK3dtUDH'}",ONEUS,1,215000,False,{'isrc': 'KRA492000655'},{'spotify': 'https://open.spotify.com/track/6xE5nzfGQvUCNIjkjQwzL4'},https://api.spotify.com/v1/tracks/6xE5nzfGQvUCNIjkjQwzL4,6xE5nzfGQvUCNIjkjQwzL4,False,True,Be Mine,52,https://p.scdn.co/mp3-preview/471e8e137025361d06f28edd2e91a0b069321b61?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:6xE5nzfGQvUCNIjkjQwzL4,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.688,0.955,1,-2.46,1,0.0874,0.0485,0.0,0.102,0.723,132.975,215000,4
"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0ETRyTbUSGBh4tUyyssBmd'}, 'href': 'https://api.spotify.com/v1/albums/0ETRyTbUSGBh4tUyyssBmd', 'id': '0ETRyTbUSGBh4tUyyssBmd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cc06ab8e6fe481d91bcb7fe8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cc06ab8e6fe481d91bcb7fe8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cc06ab8e6fe481d91bcb7fe8', 'width': 64}], 'name': 'Road to Kingdom (My Song), Pt. 2', 'release_date': '2020-05-22', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:0ETRyTbUSGBh4tUyyssBmd'}",ONEUS,1,250200,False,{'isrc': 'KRA492000595'},{'spotify': 'https://open.spotify.com/track/4DjMaVEDsBx7DNIhzon5Ab'},https://api.spotify.com/v1/tracks/4DjMaVEDsBx7DNIhzon5Ab,4DjMaVEDsBx7DNIhzon5Ab,False,True,LIT,49,https://p.scdn.co/mp3-preview/dab050fc85025dd566fa44ddcc5d8eb821d8fd27?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:4DjMaVEDsBx7DNIhzon5Ab,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.722,0.927,11,-2.797,0,0.0627,0.0927,3.24e-06,0.0344,0.622,131.952,250200,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4SKt8BtRB2nr6YAyH2Iy1n'}, 'href': 'https://api.spotify.com/v1/albums/4SKt8BtRB2nr6YAyH2Iy1n', 'id': '4SKt8BtRB2nr6YAyH2Iy1n', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739517205dec1ef966beae569b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029517205dec1ef966beae569b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519517205dec1ef966beae569b', 'width': 64}], 'name': 'RAISE US', 'release_date': '2019-05-29', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:4SKt8BtRB2nr6YAyH2Iy1n'}",ONEUS,1,214400,False,{'isrc': 'KRA381903071'},{'spotify': 'https://open.spotify.com/track/70bPlZfj1EMYvdk3BlXGli'},https://api.spotify.com/v1/tracks/70bPlZfj1EMYvdk3BlXGli,70bPlZfj1EMYvdk3BlXGli,False,True,BingBing,46,https://p.scdn.co/mp3-preview/0316f073a404252f7845b33af3019f3f01f224c5?cid=ef4c80d91330490ebcdf815a11c05719,4,track,spotify:track:70bPlZfj1EMYvdk3BlXGli,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.704,0.882,10,-2.269,0,0.0436,0.0183,0.0,0.0435,0.654,128.077,214400,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9'}, 'href': 'https://api.spotify.com/v1/artists/3CVYSpM7nfHFG5qCTW7Ht9', 'id': '3CVYSpM7nfHFG5qCTW7Ht9', 'name': 'ONEUS', 'type': 'artist', 'uri': 'spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4E1nBUhsXon5tMtyq3l3CB'}, 'href': 'https://api.spotify.com/v1/albums/4E1nBUhsXon5tMtyq3l3CB', 'id': '4E1nBUhsXon5tMtyq3l3CB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ac8249d014ce62d44ab6b32f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ac8249d014ce62d44ab6b32f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ac8249d014ce62d44ab6b32f', 'width': 64}], 'name': 'FLY WITH US', 'release_date': '2019-09-30', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:4E1nBUhsXon5tMtyq3l3CB'}",ONEUS,1,198973,False,{'isrc': 'KRA381904365'},{'spotify': 'https://open.spotify.com/track/1vsoz31uOuDmB00d16fDLa'},https://api.spotify.com/v1/tracks/1vsoz31uOuDmB00d16fDLa,1vsoz31uOuDmB00d16fDLa,False,True,Blue Sky,45,https://p.scdn.co/mp3-preview/bcf497d7be0d448b0ea83ab4c9b09194559108b0?cid=ef4c80d91330490ebcdf815a11c05719,4,track,spotify:track:1vsoz31uOuDmB00d16fDLa,spotify:artist:3CVYSpM7nfHFG5qCTW7Ht9,0.631,0.773,2,-3.853,1,0.0672,0.247,0.0,0.0843,0.634,145.965,198973,4
